timestamp,table_a,table_b
3/22/2019 12:16:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:16:37,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:16:44,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:17:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:17:12,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:17:20,Shorter and fatter,Taller and thinner
3/22/2019 12:17:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:17:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:17:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:22,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:18:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:18:54,Table A is stacked by id compared to Table B,Table B is stretched by n compared to Table A
3/22/2019 12:19:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:19:13,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:19:28,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:19:32,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 12:19:33,Table A is smaller than Table B,Table B is longer than Table A
3/22/2019 12:19:46,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:20:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:20:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:20:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:20:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:20:41,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 12:20:54,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:20:54,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:21:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:21:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:21:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:22:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:22:12,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:22:19,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:22:40,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:23:01,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:23:03,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 12:23:06,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:23:08,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:23:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:23:43,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:24:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:24:05,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:24:09,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:24:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:24:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:25:08,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:25:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:25:35,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:25:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:25:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:26:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:26:23,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:26:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:26:46,Table A is shorter than Table B,Table B is narrower than Table A
3/22/2019 12:26:59,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:27:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:27:27,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:27:28,Table A is wider than Table B,Table B is deeper than Table A
3/22/2019 12:27:29,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:27:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:27:45,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:27:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:01,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:06,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:28:09,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:28:12,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:28:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:28:42,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:28:42,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:29:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:29:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:29:24,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:29:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:29:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:30:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:30:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:30:22,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:30:23,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:30:39,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:30:45,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:30:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:31:05,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:31:15,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:31:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:24,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:37,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:42,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:32:48,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:56,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:32:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:33:00,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:33:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:33:32,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:33:40,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:33:44,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:34:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:34:27,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:34:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:34:35,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:34:43,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:34:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:00,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:10,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:35:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:14,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:35:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:23,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:35:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:06,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:16,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:36:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:34,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:36:42,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:44,Table A is shallower than Table B,Table B is deeper than Table A
3/22/2019 12:36:52,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:36:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:37:19,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:37:30,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:37:41,Table A is shorter than Table B,Table B is longer than Table A
3/22/2019 12:37:41,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:37:45,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:37:51,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:37:57,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:15,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:21,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:29,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:33,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:38:34,Table A is shorter than Table B,Table B is taller than Table A
3/22/2019 12:39:06,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:39:07,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:39:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:39:31,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:39:58,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:40:13,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:40:22,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:40:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:41:09,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:41:11,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:41:11,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:41:17,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:41:26,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:41:51,Table A is wider than Table B,Table B is narrower than Table A
3/22/2019 12:41:53,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:02,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:03,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:10,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:18,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:18,Table A is a gathered Table B,Table B is a spread Table A
3/22/2019 12:42:25,Table A is wider than Table B,Table B is longer than Table A
3/22/2019 12:42:30,Table A is wider than Table B,Table B is taller than Table A
3/22/2019 12:42:44,Table A is wider than Table B,Table B is longer than Table A
